SMILES,Cluster_at_cutoff_0.2,Cluster_at_cutoff_0.3,Cluster_at_cutoff_0.25,Cluster_at_cutoff_0.35,Cluster_at_cutoff_0.4,Cluster_at_cutoff_0.45,Cluster_at_cutoff_0.5,Cluster_at_cutoff_0.55,Cluster_at_cutoff_0.6,Cluster_at_cutoff_0.65,Cluster_at_cutoff_0.75,Cluster_at_cutoff_0.7,Cluster_at_cutoff_0.8,Cluster_at_cutoff_0.85,Cluster_at_cutoff_0.9,Cluster_at_cutoff_0.95,Cluster_at_cutoff_0.99
c1ccc(COCc2ccccc2)cc1,58795,51400,55355,7455,9379,9381,2893,2091,57,19,4,9,0,0,0,0,0
CCSCCN=Cc1ccc(Cl)cc1,58794,51399,55354,46313,40703,35456,29497,25009,20269,12048,1263,1529,40,3,1,0,0
COc1cc(C=NCc2cc(OC)c(OC)c(OC)c2)cc(OC)c1OC,58793,51398,55353,46312,40702,35455,29496,25008,20268,545,32,908,14,2,1,0,0
COc1cc2c3cc1Oc1c(OC)c(OC)cc4c1C(Cc1ccc(O)c(c1)Oc1ccc(cc1)CC3N(C)CC2)N(C)CC4,1521,1364,784,769,798,767,1115,1074,1416,571,654,432,648,40,1,0,0
COc1cc2c3cc1Oc1c(OC)c(OC)cc4c1C(Cc1ccc(O)c(c1)Oc1ccc(cc1)CC3[N+](C)(C)CC2)[N+](C)(C)CC4,341,475,414,674,1039,767,1115,1509,1416,1723,2659,2266,295,104,29,0,0
c1cc2c(c3c1CC1c4cc5c(cc4CCN1C3)OCO5)OCO2,58792,51397,55352,46311,40701,15353,15880,15422,2076,4088,1962,1357,714,35,1,0,0
COc1ccc2c(c1OC)CN1CCc3cc4c(cc3C1=C2)OCO4,58791,51396,55351,46310,40700,35454,15879,7241,2076,3275,1962,1357,178,34,1,0,0
COc1cc2c(cc1O)C1Cc3ccc(OC)c(O)c3CN1CC2,58790,1367,55350,2262,1803,2037,1557,1205,2076,2453,654,1357,295,2,1,0,0
COc1ccc2c(c1OC)CN1CCc3cc4c(cc3C1C2)OCO4,58789,51395,55349,46309,1803,2037,1557,1205,2076,2453,146,1357,31,2,0,0,0
COc1cc2c(cc1O)C1Cc3ccc(O)c(OC)c3CN1CC2,58788,1367,6714,2262,1803,2037,1557,1205,2076,2453,654,432,95,2,0,0,0
COc1cc2c(cc1OC)C1Cc3ccc(OC)c(OC)c3C[NH+]1CC2.[Cl-],58787,51394,55348,46308,40699,35453,29495,25007,11405,2453,192,1357,87,16,1,0,0
COc1cc2c(cc1OC)C1Cc3ccc(OC)c(OC)c3CN1CC2.Cl,5192,1367,7377,2262,1803,2037,1557,1205,435,513,192,380,87,2,1,0,0
COc1cc2c(cc1O)C1Cc3ccc(OC)c(O)c3C[N+]1(C)CC2.[Cl-],5624,10167,7907,12513,14354,9850,8139,8925,6592,2453,1337,2429,295,2,0,0,0
COc1cc2c(cc1O)CC1c3cc(O)c(OC)cc3CC[N+]1(C)C2.[Cl-],58786,51393,55347,46307,40698,9850,8139,8925,6592,5813,1337,2429,295,16,1,0,0
COc1cc2c(cc1O)CC[N+]1(C)Cc3c(ccc(OC)c3O)CC21.[Cl-],5624,10167,7907,12513,14354,15352,8139,8925,6592,5813,2725,4661,295,16,0,0,0
COc1ccc2cc3[n+](cc2c1OC)CCc1cc2c(cc1-3)OCO2.[Cl-],460,928,885,1140,851,1332,2185,2546,3116,3275,2366,1357,265,2,1,0,0
COc1ccc2cc3[n+](cc2c1OC)CCc1cc2c(cc1-3)OCO2.O=S(=O)([O-])O,460,928,885,1140,851,1332,2185,2546,3116,3275,1018,1357,84,2,1,0,0
COc1ccc2cc3[n+](cc2c1OC)CCc1cc2c(cc1-3)OCO2.COc1ccc2cc3[n+](cc2c1OC)CCc1cc2c(cc1-3)OCO2.O.O=S(=O)([O-])[O-],460,928,885,1140,851,1332,2185,2546,3116,3275,1018,1357,503,2,1,0,0
COc1cc2c(cc1OC)-c1c(C)c3ccc(OC)c(OC)c3c[n+]1CC2,5191,9571,7375,11895,13722,14789,15400,2546,3116,10223,1689,3065,178,34,1,0,0
COc1ccc2cc3[n+](cc2c1OC)CCc1cc2c(cc1-3)OCO2,460,928,885,1140,851,1332,2185,2546,3116,3275,2366,1357,265,2,1,0,0
COc1cc2c(cc1OC)-c1cc3ccc(OC)c(OC)c3c[n+]1CC2,58785,4466,55346,1140,851,1332,2185,2546,3116,3275,1387,3065,265,2,1,0,0
COc1ccc2c(c1OC)C(O)N1CCc3cc4c(cc3C1=C2)OCO4,58784,51392,55345,46306,40697,35452,15879,15421,14249,9008,654,1357,107,7,0,0,0
COc1ccc2c(c1OC)CN1CCc3cc4c(cc3C1C2O)OCO4,58783,51391,55344,46305,40696,15351,15878,5665,2076,2453,146,1357,107,1,0,0,0
COc1cc2c(c(O)c1OC)C1Cc3ccc(OC)c(OC)c3CN1CC2,58782,51390,55343,46304,40695,2037,1557,1205,2076,571,654,432,46,2,0,0,0
COc1ccc2cc3n(c(=O)c2c1OC)CCc1cc2c(cc1-3)OCO2,58781,51389,55342,46303,40694,35451,29494,25006,20267,3275,1387,1357,84,2,1,0,0
CC(C)OC(=O)C=CC(=O)OCC(C)N(C)C(=O)N(C)C.CC(COC(=O)C=CC(=O)OC(C)C)NC(=O)N(C)C.CC(COC(=O)C=CC(=O)OC(C)C)NC(=O)NCc1ccccc1.CC(COC(=O)C=CC(=O)OC(C)C)NC(=O)Nc1ccccc1.CCN(CC)C(=O)N(CC)C(C)COC(=O)C=CC(=O)OC(C)C.CCN(CC)C(=O)NC(C)COC(=O)C=CC(=O)OC(C)C.CCNC(=O)N(C)C(C)COC(=O)C=CC(=O)OC(C)C.CCNC(=O)N(CC)C(C)COC(=O)C=CC(=O)OC(C)C,58780,51388,55341,46302,40693,35450,29493,25005,20266,15146,6283,10545,2008,25,0,0,0
[Be+2].[F-].[F-].[F-].[F-].[NH4+].[NH4+],58779,51387,55340,4096,5611,6942,5241,6238,7060,7409,1912,2258,1723,394,137,25,0
[Be],58778,51386,55339,46301,40692,35449,29492,25004,20265,15145,5479,10544,2958,921,233,81,43
O=C([O-])[O-].[Be+2],58777,12,8,16,23,44,36,15,13,17,19,16,44,41,11,0,0
[Be+2].[Cl-].[Cl-],58776,51385,55338,46300,40691,35448,192,325,618,1156,1142,847,1320,394,135,13,0
[Be+2].[F-].[F-],58775,51384,55337,12512,14353,15350,868,1353,2050,3036,1912,2258,1723,394,137,25,0
O=P([O-])([O-])O.[Be+2],50,34,102,55,90,136,88,99,128,207,53,286,98,27,30,0,0
O=[N+]([O-])[O-].O=[N+]([O-])[O-].[Be+2],2,1,0,1,3,4,11,25,50,76,13,150,75,97,60,8,0
[Be]=O,58774,51383,55336,46299,40690,35447,29491,25003,20264,15144,5112,10543,2794,635,101,14,0
[Be+2].[O-]F.[O-]F,58773,51382,55335,46298,40689,35446,29490,25002,20263,12047,2036,5603,2339,270,109,21,0
O=S(=O)([O-])[O-].[Be+2],3,2,2,2,4,6,7,11,31,59,228,145,47,221,20,8,0
O.O.O.O.O=S(=O)([O-])[O-].[Be+2],5623,2,2,2,4,6,7,11,31,59,228,145,47,221,20,8,0
C[N+](C)(C)CC(=O)[O-],58772,51381,55334,10870,12742,13809,8138,5855,13,17,19,16,44,41,0,0,0
CC[NH+](CC)CC(=O)Nc1ccc(-c2ccc(NC(=O)C[NH+](CC)CC)cc2)cc1.[Cl-].[Cl-],58771,10166,55333,6604,5327,2230,911,847,1306,515,74,65,5,0,0,0,0
NC12CC3CC(C1)CC(C14CC5CC(CC(N)(C5)C1)C4)(C3)C2,5622,10165,7906,12511,8444,7501,6749,6271,7094,6452,3531,5882,706,263,45,0,0
Cl.Cl.NC12CC3CC(C1)CC(C14CC5CC(CC(N)(C5)C1)C4)(C3)C2,5622,10165,7906,12511,8444,7501,6749,6271,7094,6452,3531,5506,706,263,45,0,0
CNC12CC3CC(C1)CC(C14CC5CC(CC(NC)(C5)C1)C4)(C3)C2,5621,10164,7905,12510,14352,15349,15877,15420,9397,3574,3531,5882,958,263,72,0,0
CNC12CC3CC(C1)CC(C14CC5CC(CC(NC)(C5)C1)C4)(C3)C2.Cl.Cl,5621,10164,7905,12510,14352,15349,15877,15420,9397,3574,1639,5506,958,263,72,0,0
CC(=O)OC(C)C1C2=C(C(=O)CC1(C)O)C(=O)c1c(ccc(-c3ccc4c(c3O)C(=O)C3=C(C4=O)C(C(C)OC(C)=O)C(C)(O)CC3=O)c1O)C2=O,58770,51380,55332,46297,40688,35445,29489,25001,20262,15143,5837,10542,2288,203,0,0,0
NC(C(=O)O)C1OC(n2cc(CO)c(=O)[nH]c2=O)C(O)C1O,58769,51379,55331,46296,40687,35444,2251,11518,5040,1775,1975,3833,656,201,0,0,0
Cc1ccc2c(c1-c1c(C)ccc3c1C(=O)c1ccccc1C3=O)C(=O)c1ccccc1C2=O,58768,51378,55330,46295,40686,35443,11476,9144,686,305,163,202,0,0,0,0,0
CC1CC(C#N)Nc2ccc(-c3ccc4c(c3)NC(C)CC(C#N)N4)cc2N1,58767,51377,55329,46294,8443,6655,6308,7251,7981,8086,3941,6268,1386,287,0,0,0
Cc1cc(Cl)cc2sc(-c3sc4cc(Cl)cc(C)c4c3OS(=O)(=O)[O-])c(OS(=O)(=O)[O-])c12.[Na+].[Na+],58766,51376,55328,46293,40685,35442,29488,25000,20261,10343,4707,6664,83,84,0,0,0
CCOc1ccc2c(OS(=O)(=O)[O-])c(-c3sc4cc(OCC)ccc4c3OS(=O)(=O)[O-])sc2c1.[Na+].[Na+],58765,51375,55327,46292,40684,35441,29487,24999,20260,15142,2086,6664,255,50,0,0,0
O=C1C(=C2Sc3ccccc3C2=O)Sc2ccccc21,58764,51374,55326,46291,40683,35440,29486,24998,20259,12046,163,202,94,8,4,0,0
CCOc1ccc2c(c1)SC(=C1Sc3cc(OCC)ccc3C1=O)C2=O,58763,51373,55325,46290,40682,35439,29485,24997,20258,12046,2086,5881,150,0,0,0,0
c1ccc(CCc2ccccc2)cc1,58762,51372,55324,46289,40681,1331,424,144,57,19,4,9,0,0,0,0,0
Cc1ccc(CCc2ccc(C)cc2)cc1,58761,51371,55323,46288,14351,15348,4885,4830,440,19,80,291,38,55,0,0,0
O=[N+]([O-])c1ccccc1CCc1ccccc1[N+](=O)[O-],58760,51370,55322,46287,40680,35438,1633,928,492,387,13,265,21,9,0,0,0
CCOC(=O)NN(C(=O)OC)C(C)c1ccccc1,58759,51369,55321,46286,40679,35437,29484,24996,1729,339,0,4,0,0,0,0,0
O=c1[nH]c(=S)[nH]n1SSn1[nH]c(=S)[nH]c1=O,58758,51368,55320,46285,40678,35436,29483,24995,20257,15141,6282,10541,2740,188,6,1,0
C1CC(C2CCC2)C1,58757,51367,55319,3398,4803,5151,6552,7498,5194,5184,1083,4470,482,151,32,0,0
C1CC(=C2CCC2)C1,58756,51366,55318,46284,40677,35435,29482,24994,20256,15140,4905,10540,1186,577,73,0,0
CCN(CC)CCCOC(=O)C1(c2ccccc2)CC2CCC1C2,58755,51365,55317,46283,40676,15347,11088,2865,51,835,6,1,0,0,0,0,0
O=C(OCCN1CCCC1)C1(c2ccccc2)CC2CCC1C2,58754,51364,55316,46282,40675,15347,5808,2865,4282,1966,1,2,1,0,0,0,0
BrC1(Br)C2CCC1CC2,58753,51363,55315,46281,40674,35434,29481,24993,20255,15139,4041,10539,2377,474,41,0,0
C=C1CCC2CC1C2(C)C,58752,51362,55314,46280,40673,35433,29480,24992,20254,11966,2774,8273,1816,91,34,0,0
C1CCC(CN2CCCCC2)CC1.CC1(C)C2CCC1(CS(=O)(=O)O)C(=O)C2,58751,51361,55313,46279,8423,9831,8125,6630,6187,2430,800,1096,90,3,0,0,0
CC(C)N(CC1C2CCC(C)(C1OC(=O)c1ccc(N)cc1)C2(C)C)C(C)C,58750,4716,55312,825,2586,2156,271,473,316,743,384,182,58,1,0,0,0
CC(C)N(CC1C2CCC(C)(C1OC(=O)c1ccccc1)C2(C)C)C(C)C.Cl,58749,923,7904,825,242,292,271,473,316,204,0,49,0,0,0,0,0
CC(C)N(CC1C2CCC(C)(C1OC(=O)c1ccc([N+](=O)[O-])cc1)C2(C)C)C(C)C,58748,4716,55311,825,2586,2156,271,473,316,743,384,89,21,1,0,0,0
CC(C)N(CC1C2CCC(C)(C1OC(=O)C(c1ccccc1)c1ccccc1)C2(C)C)C(C)C,58747,927,7903,822,567,765,381,1087,316,204,1,58,1,0,0,0,0
COc1cc(C(=O)OC2C(CN(C(C)C)C(C)C)C3CCC2(C)C3(C)C)cc(OC)c1OC.Cl,58746,926,535,823,682,766,271,473,316,204,146,22,14,1,0,0,0
CCN(CC)CC#CCC1(O)C2(C)CCC(C2)C1(C)C,58745,51360,55310,46278,40672,35432,11087,11517,11404,8032,1723,5880,306,266,0,0,0
CCN(CC)CC#CCC1(O)CC2CCC1(C)C2(C)C,58744,51359,55309,46277,40671,35431,8137,8924,7927,8032,1723,5880,306,78,0,0,0
CCN(CC)CCOC1CC2C(CC1(C)O)C2(C)C.O=C(O)CC(O)(CC(=O)O)C(=O)O,58743,51358,55308,46276,40670,9847,4884,4001,1528,1954,296,1666,131,5,0,0,0
CCN(CC)CCN(CC)CC1C2CCC(C)(C1OC(=O)c1ccccc1)C2(C)C,1863,923,1556,824,1089,292,271,473,316,204,0,1,0,0,0,0,0
CCN(CC)CCN(CC)CC1C2CCC(C)(C1OC(=O)C(c1ccccc1)c1ccccc1)C2(C)C,1871,927,884,822,567,765,271,473,316,204,1,58,1,0,0,0,0
CCN(CC)CCN(CC)CC1C2CCC(C)(C1OC(=O)c1cc(OC)c(OC)c(OC)c1)C2(C)C.Cl.Cl,866,926,535,823,682,766,271,473,316,204,3,22,14,1,0,0,0
CCN(CC)CCN(C)CC1C2CCC(C)(C1OC(=O)c1ccccc1)C2(C)C,58742,923,7902,824,1089,1672,271,473,316,204,0,1,0,0,0,0,0
CCN(CC)CCN(C)CC1C2CCC(C)(C1OC(=O)C(c1ccccc1)c1ccccc1)C2(C)C,58741,927,884,822,567,765,381,1087,316,204,1,58,1,0,0,0,0
CCN(CC)CCN(C)CC1C2CCC(C)(C1OC(=O)c1cc(OC)c(OC)c(OC)c1)C2(C)C.Cl.Cl,5620,926,535,823,682,766,271,473,316,204,3,388,46,1,0,0,0
CCN(CC)CC1C2CCC(C)(C1OC(=O)C(c1ccccc1)c1ccccc1)C2(C)C,1871,927,884,822,567,765,271,248,316,204,1,58,1,0,0,0,0
CCN(CC)CC1C2CCC(C)(C1OC(=O)c1cc(OC)c(OC)c(OC)c1)C2(C)C.Cl,866,926,535,823,682,766,271,248,316,204,3,22,14,1,0,0,0
COc1cc(C(=O)OC2C(CN(C)C)C3CCC2(C)C3(C)C)cc(OC)c1OC.Cl,866,926,535,823,682,766,271,473,316,204,3,22,14,1,0,0,0
CN(C)CC1C2CCC(C)(C1OC(=O)C(c1ccccc1)c1ccccc1)C2(C)C,58740,927,884,822,567,765,381,473,316,204,1,58,1,0,0,0,0
CN(C)C1CC2C(CC1(C)O)C2(C)C,58739,51357,55307,46275,40669,35430,29479,24991,20253,12045,5538,9188,2545,243,19,0,0
CCCN(CCC)CC1C2CCC(C)(C1OC(=O)c1ccccc1)C2(C)C.Cl,1863,923,1556,824,1089,292,271,473,316,204,0,1,0,0,0,0,0
CCCN(CCC)CC1C2CCC(C)(C1OC(=O)C(c1ccccc1)c1ccccc1)C2(C)C,1871,927,884,822,567,765,271,473,316,204,1,58,1,0,0,0,0
CCCN(CCC)CC1C2CCC(C)(C1OC(=O)c1cc(OC)c(OC)c(OC)c1)C2(C)C.Cl,866,926,535,823,682,766,271,473,316,204,3,22,46,1,0,0,0
CC(C)NC1CC2C(CC1(C)O)C2(C)C,58738,51356,55306,46274,40668,35429,29478,24990,20252,12045,5538,9188,1118,353,2,0,0
CN1CCN(CC2C3CCC(C)(C2OC(=O)c2ccccc2)C3(C)C)CC1.Cl.Cl,865,610,883,496,242,292,271,473,316,544,0,49,0,0,0,0,0
CN1CCN(CC2C3CCC(C)(C2OC(=O)C(c2ccccc2)c2ccccc2)C3(C)C)CC1,864,2552,1560,1655,567,765,381,601,680,544,1,58,1,0,0,0,0
COc1cc(C(=O)OC2C(CN3CCN(C)CC3)C3CCC2(C)C3(C)C)cc(OC)c1OC.Cl.Cl,863,2551,1559,1654,682,292,566,908,316,544,3,22,46,1,0,0,0
CC1(C)C2CCC1(C)C(OC(=O)c1ccccc1)C2CN1CCOCC1.Cl,865,610,883,496,242,292,271,473,316,544,0,388,0,0,0,0,0
CC1(C)C2CCC1(C)C(OC(=O)C(c1ccccc1)c1ccccc1)C2CN1CCOCC1,864,2552,1560,1655,567,765,381,601,680,36,1,10,1,0,0,0,0
COc1cc(C(=O)OC2C(CN3CCOCC3)C3CCC2(C)C3(C)C)cc(OC)c1OC.Cl,863,2551,1559,1654,682,765,566,908,316,544,3,22,2,1,0,0,0
CC12CCC(C1)C(C)(C)C2(O)CC#CCN1CCCCC1,58737,51355,55305,46273,40667,9849,8137,6018,4518,2513,357,587,518,26,0,0,0
CC1(C)C2CCC1(C)C(O)(CC#CCN1CCCCC1)C2,5619,10163,7901,12509,14350,9849,8137,8924,4518,2513,357,587,518,77,0,0,0
CC1(C)C2CCC1(C)C(OC(=O)c1ccc(N)cc1)C2CN1CCCCC1,5618,610,883,496,242,292,381,601,316,544,384,182,4,1,0,0,0
CC1(C)C2CCC1(C)C(OC(=O)c1ccccc1)C2CN1CCCCC1.Cl,865,610,883,496,242,292,271,473,316,544,0,2,0,0,0,0,0
CC1(C)C2CCC1(C)C(OC(=O)c1ccc([N+](=O)[O-])cc1)C2CN1CCCCC1,5617,1507,3188,496,242,292,381,601,316,544,384,475,7,1,0,0,0
CC1(C)C2CCC1(C)C(OC(=O)C(c1ccccc1)c1ccccc1)C2CN1CCCCC1,864,2552,1560,822,242,292,381,601,316,272,1,44,1,0,0,0,0
COc1cc(C(=O)OC2C(CN3CCCCC3)C3CCC2(C)C3(C)C)cc(OC)c1OC.Cl,863,2551,1559,1654,242,292,381,601,316,544,3,22,7,1,0,0,0
CC1(C)C2CCC1(C)C(O)(CC#CCN1CCCC1)C2,5619,10163,7901,12509,14350,9849,8137,8924,7927,791,357,1188,561,130,0,0,0
CC1(C)C2CCC1(C)C(OC(=O)c1ccc(N)cc1)C2CN1CCCC1,5618,610,7900,496,242,292,381,601,316,544,384,989,4,1,0,0,0
CC1(C)C2CCC1(C)C(OC(=O)c1ccccc1)C2CN1CCCC1.Cl,865,610,883,496,242,292,271,473,316,544,0,49,0,0,0,0,0
CC1(C)C2CCC1(C)C(OC(=O)c1ccc([N+](=O)[O-])cc1)C2CN1CCCC1,5617,610,3188,496,242,292,381,601,316,544,384,388,21,1,0,0,0
CC1(C)C2CCC1(C)C(OC(=O)C(c1ccccc1)c1ccccc1)C2CN1CCCC1,864,2552,1560,496,242,292,381,601,316,272,1,58,1,0,0,0,0
COc1cc(C(=O)OC2C(CN3CCCC3)C3CCC2(C)C3(C)C)cc(OC)c1OC.Cl,863,2551,1559,496,242,292,381,601,316,63,3,22,46,1,0,0,0
CC12CCC(C1)C(C)(C)C2O,58736,51354,55304,46272,40666,35428,29477,24989,20251,8973,3211,6337,1205,91,19,0,0
CC1(C)C2CCC1(C)C(O)C2,58735,51353,55303,46271,40665,35427,8124,3374,2118,1742,919,1448,186,91,19,0,0
CC1(C)C2CCC1(C)C(OC=O)C2,58734,51352,55302,46270,40664,35426,4666,4652,2805,1742,919,1448,186,78,34,0,0
CC12CCC(C(Br)C1=O)C2(C)C,58733,51351,55301,46269,40663,35425,29476,15393,6706,2912,2046,2883,518,151,0,0,0
CCN(CC)CCOC=C1C(=O)C(C)CC2C1C2(C)C.O=C(O)CC(O)(CC(=O)O)C(=O)O,58732,51350,55300,46268,40662,35424,29475,24988,1528,1954,1348,1666,5,5,0,0,0
CC12CCC(C(C3SCCS3)C1=O)C2(C)C,58731,51349,55299,46267,40661,35423,29474,24987,14248,10350,2046,3644,635,254,6,0,0
CC1C(=O)C(C2SCCS2)C2CC1C2(C)C,58730,51348,55298,46266,40660,35422,29473,24986,20250,15138,4697,3644,2480,404,6,0,0
CC(C)NCC(O)CON=C1CC2C(CC1C)C2(C)C,58729,51347,55297,46265,40659,35421,29472,24985,7346,12044,374,1126,29,78,2,0,0
C#CCON=C1CC2CCC1(C)C2(C)C,58728,51346,55296,46264,40658,35420,29471,15419,14247,4135,4904,3476,1854,303,19,0,0
CC1(C)C2CC=C(C=O)C1C2,58727,51345,55295,46263,40657,35419,29470,15418,11403,6607,3300,4938,536,91,14,0,0
CCCC1C2C=CC(C2)C1C=O,58726,51344,55294,46262,40656,35418,29469,24984,20249,15137,4498,9187,963,275,0,0,0
CC1=CCC2CC1(S)C2(C)C,58725,51343,55293,46261,40655,35417,29468,24983,20248,15136,3300,4938,881,348,24,0,0
CC(=O)OCC1=CCC2CC1C2(C)C,58724,51342,55292,46260,40654,6095,5804,5541,9396,2838,137,1711,21,12,0,0,0
CC1=CCC2CC1C2(C)C,58723,51341,55291,46259,40653,35416,29467,15418,11403,6607,3300,4938,536,91,0,0,0
CC1=CCC2C(C1)C2(C)C,58722,51340,55290,46258,40652,35415,29466,24982,20247,15135,3300,10538,1961,534,0,0,0
CC1=C(O)C(=O)C(C2=C([O-])C(O)=C(C)C(=O)C2=O)=C(O)C1=O.[K+],5616,10162,7899,12508,14349,9848,11086,11516,11402,10349,4706,8302,2338,402,17,0,0
CC1=C(O)C(=O)C(C2=C([O-])C(O)=C(C)C(=O)C2=O)=C(O)C1=O.[Na+],5616,10162,7899,12508,14349,9848,11086,11516,11402,10349,4706,8302,2338,402,11,0,0
CC1=C(O)C(=O)C(C2=C(O)C(=O)C(C)=C(O)C2=O)=C(O)C1=O,58721,51339,55289,46257,40651,9848,11086,11516,11402,10349,4706,8302,2338,305,17,0,0
CCN(CC)CCOC1CC(C(C)(C)O)C2CC12C.O=C(O)CC(O)(CC(=O)O)C(=O)O,58720,51338,55288,46256,40650,9847,4884,4001,1528,444,296,558,131,5,0,0,0
ON=C1CCC2CC12,58719,51337,55287,10629,12514,13578,14329,14117,11401,10348,4120,6949,2247,525,0,0,0
CCN(CC)CCOC(=O)C1(C2CCCCC2)CCCCC1.Cl,5298,9737,7518,12062,13876,14911,4883,642,725,232,122,1,5,5,0,0,0
CN1CCN(CCOC(=O)C2(C3CCCCC3)CCCCC2)CC1,58718,4715,3187,6603,8442,9846,4883,7183,3909,1491,1,11,1,3,0,0,0
O=C(OCCN1CCCCC1)C1(C2CCCCC2)CCCCC1,5615,4715,3187,6603,8442,9846,4821,2976,3909,468,1,960,81,26,0,0,0
Cl.O=C(OCCN1CCCCC1)C1(C2CCCCC2)CCCCC1,5615,4715,3187,6603,8442,9846,4821,2976,3909,468,1,960,81,1,0,0,0
O=C1CCCCC1C1CCCCC1,58717,51336,55286,46255,40649,35414,29465,24981,14246,5293,1473,1608,482,18,24,0,0
C=C1CCOC2(C(O)C(C)(O)CO)NC(=O)C1(O)NC2=O,58716,51335,55285,46254,40648,35413,29464,24980,20246,15134,6281,10537,2793,151,2,0,0
Cl.NC1CCCCCC2CC12,5613,10161,7897,12507,8441,8844,10145,10653,10734,9007,1997,5879,909,243,60,0,0
ON=C1CCC2CC1CCC2=NO,58715,51334,55284,46253,40647,35412,29463,24979,11401,10348,4120,6949,2247,151,73,0,0
CS(=O)(=O)[O-].[NH3+]C1C2CCC=CCCC12,58714,51333,55283,46252,40646,35411,29462,24978,20245,15133,4042,10536,1624,144,0,0,0
O=C([O-])CCC(=O)O.[NH3+]C1C2C=CCCCCC12,58713,10160,7896,12505,14347,15346,15875,15416,14243,9896,3780,7451,1267,58,0,0,0
CC[NH+](CC)CCOC(=O)C1C2C=CC=CCC21.[Cl-],58712,51332,55282,46251,40645,3579,4882,5854,5799,5321,14,2869,202,38,0,0,0
C[NH+]1CCN(CCOC(=O)C2C3C=CC=CCC32)CC1.[Cl-],58711,51331,55281,46250,40644,3579,4882,5854,5799,5321,3617,2869,1214,1,0,0,0
O=C(OCC[NH+]1CCOCC1)C1C2C=CC=CCC21.[Cl-],58710,2550,3186,3862,5326,3579,4882,5854,5799,5321,158,1672,328,156,0,0,0
O=C(OCC[NH+]1CCCCC1)C1C2C=CC=CCC21.[Cl-],5614,2550,3186,3862,5326,3579,4882,5854,5799,5321,170,2869,114,17,0,0,0
O=C(OCCC[NH+]1CCCCC1)C1C2C=CC=CCC21.[Cl-],58709,2550,7898,3862,5326,3579,4882,5854,5799,5321,427,764,114,17,0,0,0
O=C(OCC[NH+]1CCCC1)C1C2C=CC=CCC21.[Cl-],5614,2550,3186,3862,5326,3579,4882,5854,5799,5321,170,2869,114,17,0,0,0
C1CC2CCC1CC2,58708,51330,55280,46249,40643,35410,29461,14129,10743,10347,3505,7680,1321,509,50,7,0
Cl.NC1CCCCC2CC12,5613,10161,7897,12507,8441,8844,10145,10653,10734,9007,3011,5879,1267,383,60,0,0
Clc1ccccc1C[NH2+]CC12CCC(C[NH2+]Cc3ccccc3Cl)(CC1)CC2.[Cl-].[Cl-],58707,51329,55279,46248,40642,35409,6016,4828,4935,3008,38,216,19,49,0,0,0
C1CCC(C[NH2+]CC2CC3CCC2CC3C[NH2+]CC2CCCCC2)CC1.[Cl-].[Cl-],58706,51328,55278,46247,40641,35408,29460,24977,20244,15132,4558,10535,90,243,32,0,0
Cl.Cl.c1ccc2c(c1)CCC2NCC12CCC(CNC3CCc4ccccc43)(CC1)CC2,58705,51327,55277,46246,40640,35407,29459,15131,931,2454,503,478,43,5,0,0,0
FC(F)(F)c1ccccc1C[NH2+]CC12CCC(C[NH2+]Cc3ccccc3C(F)(F)F)(CC1)CC2.[Cl-].[Cl-],58704,51326,55276,46245,40639,35406,15876,4828,14245,10346,4172,6249,926,241,0,0,0
C1CCC([NH2+]CC23CCC(C[NH2+]C4CCCCC4)(CC2)CC3)CC1.[Cl-].[Cl-],58703,51325,55275,46244,40638,35405,29458,24976,20243,15131,1523,9186,2081,243,32,0,0
c1ccc2c(c1)CCNC2CC12CCC(CC3NCCc4ccccc43)(CC1)CC2,58702,51324,55274,46243,40637,35404,29457,14399,5379,10003,1072,2788,43,5,0,0,0
NC(=O)C1(Br)CC2CCC1CC2,58701,51323,55273,46242,40636,35403,29456,15417,14244,12043,4041,7093,90,263,0,0,0
CC1(C(N)=O)CC2CCC1CC2,58700,51322,55272,46241,40635,35402,29455,15417,10741,7739,680,3761,706,91,0,0,0
CC1(C(N)=O)CC2CCC(C2)C1,58699,51321,55271,46240,40634,35401,29454,24975,20242,4456,680,3761,706,144,0,0,0
Clc1ccccc1C[NH2+]C12CCC([NH2+]Cc3ccccc3Cl)(CC1)CC2.[Cl-].[Cl-],58698,51320,55270,46239,40633,35400,29453,4828,4935,295,38,216,434,9,0,0,0
COCCOCc1nc(C(F)(F)F)ccc1C(O)=C1C(=O)C2CCC(C2)C1=O,58697,51319,55269,46238,40632,35399,29452,24974,20241,15130,4842,10534,2246,1,0,0,0
C[NH+](C)CC1C2CCC(CC2)C1c1ccc(Br)cc1.[Cl-],58696,51318,55268,6602,3574,2155,2603,3011,3908,3274,1899,2971,880,22,0,0,0
CN(C)CC1C2CCC(CC2)C1c1ccc(Br)cc1.Cl,58695,51317,55267,6601,2585,2154,2604,3011,3908,3274,1899,2971,248,8,0,0,0
C[NH2+]CC1C2CCC(CC2)C1c1ccc(Br)cc1.[Cl-],58694,51316,55266,46237,40631,3578,2604,3011,3908,3274,1899,2971,880,141,0,0,0
CNCC1C2CCC(CC2)C1c1ccc(Br)cc1.Cl,58693,51315,55265,12506,8439,3578,2604,3011,3908,3274,1899,2971,248,18,0,0,0
